Inicio
PROGRESSBAR___:  0 | REORDERPLAYLIST___:  0
cont:2538GUI___ - -SKIPREPEAT___
cont:2539LIGHT___ - -MUTE___
cont:2540LIGHT___ - MUTE___
cont:2541REORDERPLAYLIST___ - -GUI___
cont:2542REORDERPLAYLIST___ - GUI___
cont:2543-LOADFOLDER___ - SKIPREPEAT___
cont:2544-LOADFOLDER___ - -SKIPREPEAT___
cont:2545QUEUEREMOVE___ - -FILESUPPORT___
cont:2546QUEUEREMOVE___ - FILESUPPORT___
cont:2547QUEUEREMOVE___ - REMOVETRACK___
cont:2548QUEUEREMOVE___ - -REMOVETRACK___
cont:2549PROGRESS___ - -DARK___
cont:2550PROGRESS___ - DARK___
cont:2551-REORDERPLAYLIST___ - -QUEUETRACK___
cont:2552-SHUFFLEREPEAT___ - -FEATUREAMP___
cont:2553MP3___ - -PROGRESSBAR___
cont:2554-SHUFFLEREPEAT___ - FEATUREAMP___
cont:2555-REORDERPLAYLIST___ - QUEUETRACK___
cont:2556MP3___ - PROGRESSBAR___
cont:2557-GUI___ - -FEATUREAMP___
cont:2558-GUI___ - FEATUREAMP___
cont:2559-PROGRESS___ - CLEARPLAYLIST___
cont:2560-PROGRESS___ - -CLEARPLAYLIST___
cont:2561-CLEARPLAYLIST___ - LIGHT___
cont:2562-CLEARPLAYLIST___ - -LIGHT___
cont:2563-QUEUETRACK___ - -FEATUREAMP___
cont:2564-QUEUETRACK___ - FEATUREAMP___
cont:2565-MP3___ - PLAYLIST___
cont:2566-MP3___ - -PLAYLIST___
cont:2567-FEATUREAMP___ - SKINS___
cont:2568-FEATUREAMP___ - -SKINS___
cont:2569-QUEUEREMOVE___ - DARK___
cont:2570LIGHT___ - WAVE___
cont:2571-QUEUEREMOVE___ - -DARK___
cont:2572LIGHT___ - -WAVE___
cont:2573-FEATUREAMP___ - -MP3___
cont:2574SKIPTRACK___ - SHOWTIME___
cont:2575-FEATUREAMP___ - MP3___
cont:2576SKIPTRACK___ - -SHOWTIME___
cont:2577PLAYLIST___ - -SHOWTIME___
cont:2578-SKIPTRACK___ - -VOLUMECONTROL___
cont:2579-SKIPTRACK___ - VOLUMECONTROL___
cont:2580SAVEANDLOADPLAYLIST___ - LOADFOLDER___
cont:2581SAVEANDLOADPLAYLIST___ - -LOADFOLDER___
cont:2582-PLAYLISTCONTROLS___ - VOLUMECONTROL___
cont:2583-QUEUEREMOVE___ - SHOWCOVER___
cont:2584-PLAYLISTCONTROLS___ - -VOLUMECONTROL___
cont:2585-QUEUEREMOVE___ - -SHOWCOVER___
cont:2586-PLAYLISTCONTROLS___ - -SKIPREPEAT___
cont:2587-PLAYLISTCONTROLS___ - SKIPREPEAT___
cont:2588-LIGHT___ - PLAYLIST___
cont:2589PROGRESSBAR___ - VOLUMECONTROL___
cont:2590-LIGHT___ - -PLAYLIST___
cont:2591PROGRESSBAR___ - -VOLUMECONTROL___
cont:2592-REORDERPLAYLIST___ - CLEARPLAYLIST___
cont:2593-REORDERPLAYLIST___ - -CLEARPLAYLIST___
cont:2594SHOWCOVER___ - -MP3___
cont:2595SHOWCOVER___ - MP3___
cont:2596SAVEANDLOADPLAYLIST___ - MUTE___
cont:2597SAVEANDLOADPLAYLIST___ - -MUTE___
cont:2598FILESUPPORT___ - QUEUETRACK___
cont:2599FILESUPPORT___ - -QUEUETRACK___
cont:2600PROGRESSBAR___ - -SHUFFLEREPEAT___
cont:2601PROGRESSBAR___ - SHUFFLEREPEAT___
cont:2602-BASE___ - REORDERPLAYLIST___
cont:2603-SKIPTRACK___ - -BASE___
cont:2604-BASE___ - -REORDERPLAYLIST___
cont:2605CLEARPLAYLIST___ - SAVEANDLOADPLAYLIST___
cont:2606CLEARPLAYLIST___ - -SAVEANDLOADPLAYLIST___
cont:2607PROGRESSBAR___ - PLAYLIST___
cont:2608PROGRESSBAR___ - -PLAYLIST___
cont:2609-CLEARPLAYLIST___ - -DARK___
cont:2610PROGRESS___ - -PLAYLIST___
cont:2611PROGRESS___ - PLAYLIST___
cont:2612SKINS___ - MP3___
cont:2613SKINS___ - -MP3___
cont:2614-CLEARPLAYLIST___ - DARK___
cont:2615-SHOWTIME___ - -SAVEANDLOADPLAYLIST___
cont:2616-SHOWTIME___ - SAVEANDLOADPLAYLIST___
cont:2617REMOVETRACK___ - -CLEARPLAYLIST___
cont:2618REMOVETRACK___ - CLEARPLAYLIST___
cont:2619-QUEUEREMOVE___ - FILESUPPORT___
cont:2620GUI___ - QUEUETRACK___
cont:2621-QUEUEREMOVE___ - -FILESUPPORT___
cont:2622GUI___ - -QUEUETRACK___
cont:2623-LOADFOLDER___ - -SKINS___
cont:2624-LOADFOLDER___ - SKINS___
cont:2625-WAVE___ - -SHOWTIME___
cont:2626-WAVE___ - SHOWTIME___
cont:2627REORDERPLAYLIST___ - SHOWTIME___
cont:2628REORDERPLAYLIST___ - -SHOWTIME___
cont:2629GUI___ - -SKIPTRACK___
cont:2630GUI___ - SKIPTRACK___
cont:2631PLAYLIST___ - SHOWTIME___
cont:2632SAVEANDLOADPLAYLIST___ - GUI___
cont:2633SAVEANDLOADPLAYLIST___ - -GUI___
cont:2634-SHOWTIME___ - -MUTE___
cont:2635-SHOWTIME___ - MUTE___
cont:2636-BASE___ - WAVE___
cont:2637-BASE___ - -WAVE___
cont:2638QUEUETRACK___ - -SKIPREPEAT___
cont:2639FEATUREAMP___ - REORDERPLAYLIST___
cont:2640SKIPTRACK___ - -FEATUREAMP___
cont:2641FEATUREAMP___ - -REORDERPLAYLIST___
cont:2642SKIPTRACK___ - FEATUREAMP___
cont:2643QUEUETRACK___ - SKIPREPEAT___
cont:2644-PROGRESS___ - -GUI___
cont:2645-PROGRESS___ - GUI___
cont:2646-QUEUEREMOVE___ - VOLUMECONTROL___
cont:2647-QUEUEREMOVE___ - -VOLUMECONTROL___
cont:2648QUEUEREMOVE___ - -FEATUREAMP___
cont:2649SHOWTIME___ - SKIPREPEAT___
cont:2650QUEUEREMOVE___ - FEATUREAMP___
cont:2651SHOWTIME___ - -SKIPREPEAT___
cont:2652FILESUPPORT___ - MP3___
cont:2653FILESUPPORT___ - -MP3___
cont:2654-PROGRESSBAR___ - GUI___
cont:2655-PROGRESSBAR___ - -GUI___
cont:2656BASE___ - SHOWCOVER___
cont:2657BASE___ - -SHOWCOVER___
cont:2658-PLAYLISTCONTROLS___ - -QUEUETRACK___
cont:2659-PLAYLISTCONTROLS___ - QUEUETRACK___
cont:2660-VOLUMECONTROL___ - SKINS___
cont:2661-VOLUMECONTROL___ - -SKINS___
cont:2662-SAVEANDLOADPLAYLIST___ - PLAYLISTCONTROLS___
cont:2663-SAVEANDLOADPLAYLIST___ - -PLAYLISTCONTROLS___
cont:2664WAVE___ - CLEARPLAYLIST___
cont:2665WAVE___ - -CLEARPLAYLIST___
cont:2666SAVEANDLOADPLAYLIST___ - SKIPTRACK___
cont:2667SAVEANDLOADPLAYLIST___ - -SKIPTRACK___
cont:2668SAVEANDLOADPLAYLIST___ - -FEATUREAMP___
cont:2669SAVEANDLOADPLAYLIST___ - FEATUREAMP___
cont:2670SHUFFLEREPEAT___ - -SKINS___
cont:2671SKIPREPEAT___ - LIGHT___
cont:2672SHUFFLEREPEAT___ - SKINS___
cont:2673FILESUPPORT___ - SKIPREPEAT___
cont:2674-SHUFFLEREPEAT___ - SHOWCOVER___
cont:2675FILESUPPORT___ - -SKIPREPEAT___
cont:2676SKIPREPEAT___ - -LIGHT___
cont:2677-SHUFFLEREPEAT___ - -SHOWCOVER___
cont:2678SKINS___ - PROGRESSBAR___
cont:2679BASE___ - VOLUMECONTROL___
cont:2680SKINS___ - -SKIPREPEAT___
cont:2681BASE___ - -VOLUMECONTROL___
cont:2682PROGRESS___ - SKIPTRACK___
cont:2683PROGRESS___ - -SKIPTRACK___
cont:2684SKINS___ - SKIPREPEAT___
cont:2685SAVEANDLOADPLAYLIST___ - WAVE___
cont:2686SAVEANDLOADPLAYLIST___ - -WAVE___
cont:2687-QUEUETRACK___ - -MP3___
cont:2688-QUEUETRACK___ - MP3___
cont:2689SKINS___ - -PROGRESSBAR___
cont:2690QUEUEREMOVE___ - PROGRESS___
cont:2691QUEUEREMOVE___ - -PROGRESS___
cont:2692-PROGRESSBAR___ - -SHOWTIME___
cont:2693PLAYLISTCONTROLS___ - MUTE___
cont:2694-SKIPTRACK___ - GUI___
cont:2695-PROGRESSBAR___ - SHOWTIME___
cont:2696PLAYLISTCONTROLS___ - -MUTE___
cont:2697LOADFOLDER___ - -SHOWCOVER___
cont:2698LOADFOLDER___ - SHOWCOVER___
cont:2699-CLEARPLAYLIST___ - PLAYLISTCONTROLS___
cont:2700QUEUETRACK___ - -PROGRESS___
cont:2701MUTE___ - -LOADFOLDER___
cont:2702QUEUETRACK___ - PROGRESS___
cont:2703MUTE___ - LOADFOLDER___
cont:2704-CLEARPLAYLIST___ - -PLAYLISTCONTROLS___
cont:2705-FEATUREAMP___ - VOLUMECONTROL___
cont:2706-FEATUREAMP___ - -VOLUMECONTROL___
cont:2707-BASE___ - -SKIPTRACK___
cont:2708-BASE___ - SKIPTRACK___
cont:2709-SKIPTRACK___ - -GUI___
cont:2710-BASE___ - -SKIPREPEAT___
cont:2711-BASE___ - SKIPREPEAT___
cont:2712SHOWTIME___ - -BASE___
cont:2713SHOWTIME___ - BASE___
cont:2714SKIPREPEAT___ - -PROGRESS___
cont:2715SKIPREPEAT___ - PROGRESS___
cont:2716-PROGRESSBAR___ - -QUEUETRACK___
cont:2717-SHUFFLEREPEAT___ - MP3___
cont:2718-PROGRESSBAR___ - QUEUETRACK___
cont:2719-SHUFFLEREPEAT___ - -MP3___
cont:2720DARK___ - PROGRESSBAR___
cont:2721DARK___ - -PROGRESSBAR___
cont:2722-QUEUETRACK___ - SKINS___
cont:2723-QUEUETRACK___ - -SKINS___
cont:2724-WAVE___ - -MP3___
cont:2725-WAVE___ - MP3___
cont:2726DARK___ - -MP3___
cont:2727DARK___ - MP3___
cont:2728-REMOVETRACK___ - SHOWCOVER___
cont:2729-REMOVETRACK___ - -SHOWCOVER___
cont:2730-PROGRESS___ - -MUTE___
cont:2731-PROGRESS___ - MUTE___
cont:2732LIGHT___ - PLAYLISTCONTROLS___
cont:2733-CLEARPLAYLIST___ - PROGRESS___
cont:2734-CLEARPLAYLIST___ - -PROGRESS___
cont:2735REORDERPLAYLIST___ - LIGHT___
cont:2736CLEARPLAYLIST___ - MP3___
cont:2737REORDERPLAYLIST___ - -LIGHT___
cont:2738LIGHT___ - -PLAYLISTCONTROLS___
cont:2739CLEARPLAYLIST___ - -MP3___
cont:2740-REMOVETRACK___ - PROGRESS___
cont:2741-REMOVETRACK___ - -PROGRESS___
cont:2742-BASE___ - -SAVEANDLOADPLAYLIST___
cont:2743-LOADFOLDER___ - PLAYLISTCONTROLS___
cont:2744-BASE___ - SAVEANDLOADPLAYLIST___
cont:2745CLEARPLAYLIST___ - -PROGRESSBAR___
cont:2746-LOADFOLDER___ - -PLAYLISTCONTROLS___
cont:2747CLEARPLAYLIST___ - PROGRESSBAR___
cont:2748MUTE___ - -GUI___
cont:2749MUTE___ - GUI___
cont:2750-MUTE___ - -CLEARPLAYLIST___
cont:2751-MUTE___ - CLEARPLAYLIST___
cont:2752-DARK___ - -PROGRESSBAR___
cont:2753-DARK___ - PROGRESSBAR___
cont:2754SHOWCOVER___ - -MUTE___
cont:2755SHOWCOVER___ - MUTE___
cont:2756SKIPREPEAT___ - -SKIPTRACK___
cont:2757SKIPREPEAT___ - SKIPTRACK___
cont:2758-LOADFOLDER___ - -QUEUETRACK___
cont:2759-LOADFOLDER___ - QUEUETRACK___
cont:2760WAVE___ - -PLAYLISTCONTROLS___
cont:2761PLAYLISTCONTROLS___ - -SAVEANDLOADPLAYLIST___
cont:2762WAVE___ - PLAYLISTCONTROLS___
cont:2763PLAYLISTCONTROLS___ - SAVEANDLOADPLAYLIST___
cont:2764-QUEUETRACK___ - -WAVE___
cont:2765-QUEUETRACK___ - WAVE___
cont:2766-QUEUEREMOVE___ - REORDERPLAYLIST___
cont:2767-QUEUEREMOVE___ - -REORDERPLAYLIST___
cont:2768-MP3___ - -QUEUETRACK___
cont:2769-MP3___ - QUEUETRACK___
cont:2770-DARK___ - -LIGHT___
cont:2771-DARK___ - LIGHT___
cont:2772-SHOWTIME___ - -WAVE___
cont:2773SKIPREPEAT___ - SHUFFLEREPEAT___
cont:2774-SHUFFLEREPEAT___ - PROGRESS___
cont:2775-SHOWTIME___ - WAVE___
cont:2776SKIPREPEAT___ - -SHUFFLEREPEAT___
cont:2777-SHUFFLEREPEAT___ - -PROGRESS___
cont:2778LIGHT___ - SHUFFLEREPEAT___
cont:2779LIGHT___ - -SHUFFLEREPEAT___
cont:2780-SKINS___ - PROGRESSBAR___
cont:2781SHOWTIME___ - SKINS___
cont:2782-SKINS___ - -PROGRESSBAR___
cont:2783SHOWTIME___ - -SKINS___
cont:2784-VOLUMECONTROL___ - -PROGRESS___
cont:2785-CLEARPLAYLIST___ - PROGRESSBAR___
cont:2786-VOLUMECONTROL___ - PROGRESS___
cont:2787-CLEARPLAYLIST___ - -PROGRESSBAR___
cont:2788-QUEUEREMOVE___ - REMOVETRACK___
cont:2789-QUEUEREMOVE___ - -REMOVETRACK___
cont:2790PLAYLIST___ - LIGHT___
cont:2791-FILESUPPORT___ - -REMOVETRACK___
cont:2792-FILESUPPORT___ - REMOVETRACK___
cont:2793PLAYLIST___ - -LIGHT___
cont:2794-SHOWTIME___ - SKIPTRACK___
cont:2795-SHOWTIME___ - -SKIPTRACK___
cont:2796-BASE___ - MUTE___
cont:2797-BASE___ - -MUTE___
cont:2798SKIPTRACK___ - PROGRESS___
cont:2799SKIPTRACK___ - -PROGRESS___
cont:2800CLEARPLAYLIST___ - VOLUMECONTROL___
cont:2801CLEARPLAYLIST___ - -VOLUMECONTROL___
cont:2802-SHOWCOVER___ - SAVEANDLOADPLAYLIST___
cont:2803-SHOWCOVER___ - -SAVEANDLOADPLAYLIST___
cont:2804-REORDERPLAYLIST___ - -SKIPREPEAT___
cont:2805-SHOWTIME___ - PLAYLIST___
cont:2806-SHOWTIME___ - -PLAYLIST___
cont:2807-REORDERPLAYLIST___ - SKIPREPEAT___
featureamp:truebase:truegui:truefilesupport:truevolumecontrol:falseskiptrack:falseremovetrack:falsequeueremove:falsereorderplaylist:falseplaylist:falselight:truesaveandloadplaylist:falsequeuetrack:falsemute:falseprogressbar:falseprogress:trueshowtime:trueplaylistcontrols:falseshowcover:falseloadfolder:falseskiprepeat:falseshufflerepeat:falsewave:truemp3:falseskins:truedark:falseclearplaylist:false

 featureamp:truebase:truegui:truefilesupport:truevolumecontrol:falseskiptrack:falseremovetrack:falsequeueremove:falsereorderplaylist:falseplaylist:falselight:truesaveandloadplaylist:falsequeuetrack:falsemute:falseprogressbar:falseprogress:trueshowtime:trueplaylistcontrols:falseshowcover:falseloadfolder:falseskiprepeat:falseshufflerepeat:falsewave:truemp3:falseskins:truedark:falseclearplaylist:false
1 Clicking on menu item <javax.swing.JMenu[name=null, text='File', selected=false, enabled=true, visible=true, showing=true]> never showed a pop-up menu
2 org.fest.swing.exception.ActionFailedException: Clicking on menu item <javax.swing.JMenu[name=null, text='File', selected=false, enabled=true, visible=true, showing=true]> never showed a pop-up menu
	at org.fest.swing.exception.ActionFailedException.actionFailure(ActionFailedException.java:33)
	at org.fest.swing.driver.JMenuItemDriver.ensurePopupIsShowing(JMenuItemDriver.java:137)
	at org.fest.swing.driver.JMenuItemDriver.click(JMenuItemDriver.java:73)
	at org.fest.swing.driver.JMenuItemDriver.activateParentIfIsAMenu(JMenuItemDriver.java:97)
	at org.fest.swing.driver.JMenuItemDriver.show(JMenuItemDriver.java:79)
	at org.fest.swing.driver.JMenuItemDriver.click(JMenuItemDriver.java:71)
	at org.fest.swing.fixture.JMenuItemFixture.click(JMenuItemFixture.java:84)
	at testset.AppGUITest.playWavTest(AppGUITest.java:96)
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method)
	at sun.reflect.NativeMethodAccessorImpl.invoke(Unknown Source)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source)
	at java.lang.reflect.Method.invoke(Unknown Source)
	at org.junit.runners.model.FrameworkMethod$1.runReflectiveCall(FrameworkMethod.java:50)
	at org.junit.internal.runners.model.ReflectiveCallable.run(ReflectiveCallable.java:12)
	at org.junit.runners.model.FrameworkMethod.invokeExplosively(FrameworkMethod.java:47)
	at org.junit.internal.runners.statements.InvokeMethod.evaluate(InvokeMethod.java:17)
	at org.junit.internal.runners.statements.RunBefores.evaluate(RunBefores.java:26)
	at org.junit.internal.runners.statements.RunAfters.evaluate(RunAfters.java:27)
	at org.junit.runners.ParentRunner.runLeaf(ParentRunner.java:325)
	at org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:78)
	at org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:57)
	at org.junit.runners.ParentRunner$3.run(ParentRunner.java:290)
	at org.junit.runners.ParentRunner$1.schedule(ParentRunner.java:71)
	at org.junit.runners.ParentRunner.runChildren(ParentRunner.java:288)
	at org.junit.runners.ParentRunner.access$000(ParentRunner.java:58)
	at org.junit.runners.ParentRunner$2.evaluate(ParentRunner.java:268)
	at org.junit.runners.ParentRunner.run(ParentRunner.java:363)
	at org.junit.runners.Suite.runChild(Suite.java:128)
	at org.junit.runners.Suite.runChild(Suite.java:27)
	at org.junit.runners.ParentRunner$3.run(ParentRunner.java:290)
	at org.junit.runners.ParentRunner$1.schedule(ParentRunner.java:71)
	at org.junit.runners.ParentRunner.runChildren(ParentRunner.java:288)
	at org.junit.runners.ParentRunner.access$000(ParentRunner.java:58)
	at org.junit.runners.ParentRunner$2.evaluate(ParentRunner.java:268)
	at org.junit.runners.ParentRunner.run(ParentRunner.java:363)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:137)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:115)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:105)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:94)
	at experiment.MainIncLingFeatureAMP5.executeJunitTestCase(MainIncLingFeatureAMP5.java:110)
	at experiment.MainIncLingFeatureAMP5.expRun(MainIncLingFeatureAMP5.java:164)
	at experiment.MainIncLingFeatureAMP5.main(MainIncLingFeatureAMP5.java:169)

3 org.fest.swing.exception.ActionFailedException: Clicking on menu item <javax.swing.JMenu[name=null, text='File', selected=false, enabled=true, visible=true, showing=true]> never showed a pop-up menu
4 null
5 playWavTest(testset.AppGUITest)
6 class org.fest.swing.exception.ActionFailedException
7 playWavTest(testset.AppGUITest)
cont: 1((( apos os testes))) featureamp:truebase:truegui:truefilesupport:truevolumecontrol:falseskiptrack:falseremovetrack:falsequeueremove:falsereorderplaylist:falseplaylist:falselight:truesaveandloadplaylist:falsequeuetrack:falsemute:falseprogressbar:falseprogress:trueshowtime:trueplaylistcontrols:falseshowcover:falseloadfolder:falseskiprepeat:falseshufflerepeat:falsewave:truemp3:falseskins:truedark:falseclearplaylist:false


 ----------------------- 



featureamp:truebase:truegui:truefilesupport:truevolumecontrol:trueskiptrack:falseremovetrack:falsequeueremove:falsereorderplaylist:falseplaylist:falselight:falsesaveandloadplaylist:falsequeuetrack:falsemute:trueprogressbar:falseprogress:trueshowtime:trueplaylistcontrols:falseshowcover:falseloadfolder:falseskiprepeat:falseshufflerepeat:falsewave:truemp3:falseskins:truedark:trueclearplaylist:false
cont: 2((( apos os testes))) 
featureamp:truebase:truegui:truefilesupport:truevolumecontrol:trueskiptrack:falseremovetrack:falsequeueremove:falsereorderplaylist:falseplaylist:falselight:falsesaveandloadplaylist:falsequeuetrack:falsemute:trueprogressbar:falseprogress:trueshowtime:trueplaylistcontrols:falseshowcover:falseloadfolder:falseskiprepeat:falseshufflerepeat:falsewave:truemp3:falseskins:truedark:trueclearplaylist:false


 ----------------------- 


featureamp:truebase:truegui:truefilesupport:truevolumecontrol:falseskiptrack:falseremovetrack:truequeueremove:falsereorderplaylist:falseplaylist:truelight:truesaveandloadplaylist:truequeuetrack:falsemute:falseprogressbar:trueprogress:trueshowtime:falseplaylistcontrols:trueshowcover:falseloadfolder:trueskiprepeat:falseshufflerepeat:truewave:truemp3:falseskins:truedark:falseclearplaylist:true
Exception in thread "AWT-EventQueue-0" java.lang.NullPointerException
	at gui.Main.updateWindow__wrappee__ProgressBar(Main.java:748)
	at gui.Main.updateWindow__wrappee__ShowTime(Main.java:755)
	at gui.Main.updateWindow(Main.java:773)
	at gui.Main.access$0(Main.java:768)
	at gui.Main$2.actionPerformed(Main.java:112)
	at javax.swing.Timer.fireActionPerformed(Unknown Source)
	at javax.swing.Timer$DoPostEvent.run(Unknown Source)
	at java.awt.event.InvocationEvent.dispatch(Unknown Source)
	at java.awt.EventQueue.dispatchEventImpl(Unknown Source)
	at java.awt.EventQueue.access$500(Unknown Source)
	at java.awt.EventQueue$3.run(Unknown Source)
	at java.awt.EventQueue$3.run(Unknown Source)
	at java.security.AccessController.doPrivileged(Native Method)
	at java.security.ProtectionDomain$JavaSecurityAccessImpl.doIntersectionPrivilege(Unknown Source)
	at java.awt.EventQueue.dispatchEvent(Unknown Source)
	at java.awt.EventDispatchThread.pumpOneEventForFilters(Unknown Source)
	at java.awt.EventDispatchThread.pumpEventsForFilter(Unknown Source)
	at java.awt.EventDispatchThread.pumpEventsForHierarchy(Unknown Source)
	at java.awt.EventDispatchThread.pumpEvents(Unknown Source)
	at java.awt.EventDispatchThread.pumpEvents(Unknown Source)
	at java.awt.EventDispatchThread.run(Unknown Source)
cont: 3((( apos os testes))) featureamp:truebase:truegui:truefilesupport:truevolumecontrol:falseskiptrack:falseremovetrack:truequeueremove:falsereorderplaylist:falseplaylist:truelight:truesaveandloadplaylist:truequeuetrack:falsemute:falseprogressbar:trueprogress:trueshowtime:falseplaylistcontrols:trueshowcover:falseloadfolder:trueskiprepeat:falseshufflerepeat:truewave:truemp3:falseskins:truedark:falseclearplaylist:true



 ----------------------- 


featureamp:truebase:truegui:truefilesupport:truevolumecontrol:falseskiptrack:falseremovetrack:falsequeueremove:falsereorderplaylist:falseplaylist:falselight:falsesaveandloadplaylist:falsequeuetrack:falsemute:falseprogressbar:trueprogress:trueshowtime:falseplaylistcontrols:falseshowcover:falseloadfolder:falseskiprepeat:falseshufflerepeat:falsewave:truemp3:falseskins:truedark:trueclearplaylist:false
cont: 4((( apos os testes))) 
featureamp:truebase:truegui:truefilesupport:truevolumecontrol:falseskiptrack:falseremovetrack:falsequeueremove:falsereorderplaylist:falseplaylist:falselight:falsesaveandloadplaylist:falsequeuetrack:falsemute:falseprogressbar:trueprogress:trueshowtime:falseplaylistcontrols:falseshowcover:falseloadfolder:falseskiprepeat:falseshufflerepeat:falsewave:truemp3:falseskins:truedark:trueclearplaylist:false


 ----------------------- 


featureamp:truebase:truegui:truefilesupport:truevolumecontrol:trueskiptrack:falseremovetrack:falsequeueremove:falsereorderplaylist:falseplaylist:falselight:truesaveandloadplaylist:falsequeuetrack:falsemute:trueprogressbar:trueprogress:trueshowtime:falseplaylistcontrols:falseshowcover:falseloadfolder:falseskiprepeat:falseshufflerepeat:falsewave:truemp3:falseskins:truedark:falseclearplaylist:false
featureamp:truebase:truegui:truefilesupport:truevolumecontrol:trueskiptrack:falseremovetrack:falsequeueremove:falsereorderplaylist:falseplaylist:falselight:truesaveandloadplaylist:falsequeuetrack:falsemute:trueprogressbar:trueprogress:trueshowtime:falseplaylistcontrols:falseshowcover:falseloadfolder:falseskiprepeat:falseshufflerepeat:falsewave:truemp3:falseskins:truedark:falseclearplaylist:false


 ----------------------- 


cont: 5((( apos os testes))) 
featureamp:truebase:truegui:truefilesupport:truevolumecontrol:falseskiptrack:falseremovetrack:falsequeueremove:falsereorderplaylist:falseplaylist:falselight:truesaveandloadplaylist:falsequeuetrack:falsemute:falseprogressbar:falseprogress:trueshowtime:trueplaylistcontrols:falseshowcover:falseloadfolder:falseskiprepeat:falseshufflerepeat:falsewave:falsemp3:trueskins:truedark:falseclearplaylist:false
cont: 6((( apos os testes))) featureamp:truebase:truegui:truefilesupport:truevolumecontrol:falseskiptrack:falseremovetrack:falsequeueremove:falsereorderplaylist:falseplaylist:falselight:truesaveandloadplaylist:falsequeuetrack:falsemute:falseprogressbar:falseprogress:trueshowtime:trueplaylistcontrols:falseshowcover:falseloadfolder:falseskiprepeat:falseshufflerepeat:falsewave:falsemp3:trueskins:truedark:falseclearplaylist:false


 ----------------------- 



featureamp:truebase:truegui:truefilesupport:truevolumecontrol:trueskiptrack:falseremovetrack:falsequeueremove:falsereorderplaylist:falseplaylist:falselight:truesaveandloadplaylist:falsequeuetrack:falsemute:falseprogressbar:falseprogress:trueshowtime:trueplaylistcontrols:falseshowcover:falseloadfolder:falseskiprepeat:falseshufflerepeat:falsewave:falsemp3:trueskins:truedark:falseclearplaylist:false
cont: 7((( apos os testes))) 
featureamp:truebase:truegui:truefilesupport:truevolumecontrol:trueskiptrack:falseremovetrack:falsequeueremove:falsereorderplaylist:falseplaylist:falselight:truesaveandloadplaylist:falsequeuetrack:falsemute:falseprogressbar:falseprogress:trueshowtime:trueplaylistcontrols:falseshowcover:falseloadfolder:falseskiprepeat:falseshufflerepeat:falsewave:falsemp3:trueskins:truedark:falseclearplaylist:false


 ----------------------- 


featureamp:truebase:truegui:truefilesupport:truevolumecontrol:falseskiptrack:falseremovetrack:falsequeueremove:falsereorderplaylist:falseplaylist:falselight:truesaveandloadplaylist:falsequeuetrack:falsemute:falseprogressbar:falseprogress:trueshowtime:trueplaylistcontrols:falseshowcover:trueloadfolder:falseskiprepeat:falseshufflerepeat:falsewave:falsemp3:trueskins:truedark:falseclearplaylist:false
cont: 8((( apos os testes))) 
featureamp:truebase:truegui:truefilesupport:truevolumecontrol:falseskiptrack:falseremovetrack:falsequeueremove:falsereorderplaylist:falseplaylist:falselight:truesaveandloadplaylist:falsequeuetrack:falsemute:falseprogressbar:falseprogress:trueshowtime:trueplaylistcontrols:falseshowcover:trueloadfolder:falseskiprepeat:falseshufflerepeat:falsewave:falsemp3:trueskins:truedark:falseclearplaylist:false


 ----------------------- 


featureamp:truebase:truegui:truefilesupport:truevolumecontrol:trueskiptrack:falseremovetrack:falsequeueremove:falsereorderplaylist:falseplaylist:falselight:truesaveandloadplaylist:falsequeuetrack:falsemute:falseprogressbar:falseprogress:trueshowtime:trueplaylistcontrols:falseshowcover:falseloadfolder:falseskiprepeat:falseshufflerepeat:falsewave:truemp3:falseskins:truedark:falseclearplaylist:false
cont: 9((( apos os testes))) featureamp:truebase:truegui:truefilesupport:truevolumecontrol:trueskiptrack:falseremovetrack:falsequeueremove:falsereorderplaylist:falseplaylist:falselight:truesaveandloadplaylist:falsequeuetrack:falsemute:falseprogressbar:falseprogress:trueshowtime:trueplaylistcontrols:falseshowcover:falseloadfolder:falseskiprepeat:falseshufflerepeat:falsewave:truemp3:falseskins:truedark:falseclearplaylist:false



 ----------------------- 


featureamp:truebase:truegui:truefilesupport:truevolumecontrol:falseskiptrack:falseremovetrack:falsequeueremove:falsereorderplaylist:falseplaylist:truelight:falsesaveandloadplaylist:falsequeuetrack:truemute:falseprogressbar:trueprogress:trueshowtime:trueplaylistcontrols:trueshowcover:falseloadfolder:trueskiprepeat:falseshufflerepeat:truewave:truemp3:falseskins:truedark:trueclearplaylist:false
cont: 10((( apos os testes))) 
