BANKACCOUNT:true, CREDITWORTHINESS:false, DAILYLIMIT:true, INTEREST:false, INTERESTESTIMATION:false, LOCK:true, LOGGING:false, OVERDRAFT:false, TRANSACTION:false, TRANSACTIONLOG:false, 
cont: 34((( apos os testes))) 
conf:TRANSACTIONLOG:false TRANSACTION:true OVERDRAFT:false LOGGING:false LOCK:true INTERESTESTIMATION:false INTEREST:true DAILYLIMIT:false CREDITWORTHINESS:false BANKACCOUNT:true


 ----------------------- 


Configuration:
conf:TRANSACTIONLOG:false TRANSACTION:false OVERDRAFT:true LOGGING:false LOCK:true INTERESTESTIMATION:true INTEREST:true DAILYLIMIT:false CREDITWORTHINESS:false BANKACCOUNT:true

conf:TRANSACTIONLOG:false TRANSACTION:false OVERDRAFT:true LOGGING:false LOCK:true INTERESTESTIMATION:true INTEREST:true DAILYLIMIT:false CREDITWORTHINESS:false BANKACCOUNT:truecont: 35((( apos os testes))) 



 ----------------------- 


Configuration:
conf:TRANSACTIONLOG:false TRANSACTION:false OVERDRAFT:true LOGGING:true LOCK:true INTERESTESTIMATION:true INTEREST:true DAILYLIMIT:false CREDITWORTHINESS:true BANKACCOUNT:true

cont: 36((( apos os testes))) 
conf:TRANSACTIONLOG:false TRANSACTION:false OVERDRAFT:true LOGGING:true LOCK:true INTERESTESTIMATION:true INTEREST:true DAILYLIMIT:false CREDITWORTHINESS:true BANKACCOUNT:true


 ----------------------- 


Configuration:conf:TRANSACTIONLOG:false TRANSACTION:false OVERDRAFT:false LOGGING:true LOCK:false INTERESTESTIMATION:false INTEREST:false DAILYLIMIT:false CREDITWORTHINESS:false BANKACCOUNT:true


conf:TRANSACTIONLOG:false TRANSACTION:false OVERDRAFT:false LOGGING:true LOCK:false INTERESTESTIMATION:false INTEREST:false DAILYLIMIT:false CREDITWORTHINESS:false BANKACCOUNT:truecont: 37((( apos os testes))) 



 ----------------------- 


Configuration:
conf:TRANSACTIONLOG:true TRANSACTION:true OVERDRAFT:true LOGGING:true LOCK:true INTERESTESTIMATION:true INTEREST:true DAILYLIMIT:true CREDITWORTHINESS:false BANKACCOUNT:true

A0 : 900
A1 : 1100
A2 : 1000
cont: 38((( apos os testes))) 
Configuration:
conf:TRANSACTIONLOG:true TRANSACTION:true OVERDRAFT:true LOGGING:true LOCK:true INTERESTESTIMATION:true INTEREST:true DAILYLIMIT:true CREDITWORTHINESS:false BANKACCOUNT:true


 ----------------------- 


conf:TRANSACTIONLOG:false TRANSACTION:false OVERDRAFT:false LOGGING:true LOCK:true INTERESTESTIMATION:true INTEREST:true DAILYLIMIT:false CREDITWORTHINESS:true BANKACCOUNT:true

conf:TRANSACTIONLOG:false TRANSACTION:false OVERDRAFT:false LOGGING:true LOCK:true INTERESTESTIMATION:true INTEREST:true DAILYLIMIT:false CREDITWORTHINESS:true BANKACCOUNT:truecont: 39((( apos os testes))) 



 ----------------------- 


Configuration:
conf:TRANSACTIONLOG:true TRANSACTION:true OVERDRAFT:false LOGGING:true LOCK:true INTERESTESTIMATION:false INTEREST:true DAILYLIMIT:true CREDITWORTHINESS:false BANKACCOUNT:true

A0 : 900
A1 : 1100
A2 : 1000
cont: 40((( apos os testes))) 
conf:TRANSACTIONLOG:true TRANSACTION:true OVERDRAFT:false LOGGING:true LOCK:true INTERESTESTIMATION:false INTEREST:true DAILYLIMIT:true CREDITWORTHINESS:false BANKACCOUNT:true


 ----------------------- 


Configuration:
conf:TRANSACTIONLOG:false TRANSACTION:false OVERDRAFT:true LOGGING:true LOCK:false INTERESTESTIMATION:true INTEREST:true DAILYLIMIT:true CREDITWORTHINESS:false BANKACCOUNT:true

conf:TRANSACTIONLOG:false TRANSACTION:false OVERDRAFT:true LOGGING:true LOCK:false INTERESTESTIMATION:true INTEREST:true DAILYLIMIT:true CREDITWORTHINESS:false BANKACCOUNT:truecont: 41((( apos os testes))) 



 ----------------------- 


Configuration:
conf:TRANSACTIONLOG:false TRANSACTION:true OVERDRAFT:false LOGGING:false LOCK:true INTERESTESTIMATION:false INTEREST:true DAILYLIMIT:true CREDITWORTHINESS:true BANKACCOUNT:true

A0 : 900
A1 : 1100
A2 : 1000
cont: 42((( apos os testes))) 
conf:TRANSACTIONLOG:false TRANSACTION:true OVERDRAFT:false LOGGING:false LOCK:true INTERESTESTIMATION:false INTEREST:true DAILYLIMIT:true CREDITWORTHINESS:true BANKACCOUNT:true


 ----------------------- 


Configuration:
conf:TRANSACTIONLOG:false TRANSACTION:false OVERDRAFT:true LOGGING:false LOCK:false INTERESTESTIMATION:false INTEREST:true DAILYLIMIT:true CREDITWORTHINESS:true BANKACCOUNT:true

cont: 43((( apos os testes))) 
conf:TRANSACTIONLOG:false TRANSACTION:false OVERDRAFT:true LOGGING:false LOCK:false INTERESTESTIMATION:false INTEREST:true DAILYLIMIT:true CREDITWORTHINESS:true BANKACCOUNT:true


 ----------------------- 


Configuration:
conf:TRANSACTIONLOG:false TRANSACTION:true OVERDRAFT:true LOGGING:false LOCK:true INTERESTESTIMATION:false INTEREST:false DAILYLIMIT:true CREDITWORTHINESS:true BANKACCOUNT:true

A0 : 900
A1 : 1100
A2 : 1000

 TRANSACTIONLOG:false TRANSACTION:true OVERDRAFT:true LOGGING:false LOCK:true INTERESTESTIMATION:false INTEREST:false DAILYLIMIT:true CREDITWORTHINESS:true BANKACCOUNT:true
1 null
2 java.lang.AssertionError
	at org.junit.Assert.fail(Assert.java:86)
	at org.junit.Assert.assertTrue(Assert.java:41)
	at org.junit.Assert.assertTrue(Assert.java:52)
	at testset.TransactionTest.testTransfer(TransactionTest.java:60)
	at sun.reflect.GeneratedMethodAccessor48.invoke(Unknown Source)
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(Unknown Source)
	at java.lang.reflect.Method.invoke(Unknown Source)
	at org.junit.runners.model.FrameworkMethod$1.runReflectiveCall(FrameworkMethod.java:50)
	at org.junit.internal.runners.model.ReflectiveCallable.run(ReflectiveCallable.java:12)
	at org.junit.runners.model.FrameworkMethod.invokeExplosively(FrameworkMethod.java:47)
	at org.junit.internal.runners.statements.InvokeMethod.evaluate(InvokeMethod.java:17)
	at org.junit.internal.runners.statements.RunBefores.evaluate(RunBefores.java:26)
	at org.junit.runners.ParentRunner.runLeaf(ParentRunner.java:325)
	at org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:78)
	at org.junit.runners.BlockJUnit4ClassRunner.runChild(BlockJUnit4ClassRunner.java:57)
	at org.junit.runners.ParentRunner$3.run(ParentRunner.java:290)
	at org.junit.runners.ParentRunner$1.schedule(ParentRunner.java:71)
	at org.junit.runners.ParentRunner.runChildren(ParentRunner.java:288)
	at org.junit.runners.ParentRunner.access$000(ParentRunner.java:58)
	at org.junit.runners.ParentRunner$2.evaluate(ParentRunner.java:268)
	at org.junit.runners.ParentRunner.run(ParentRunner.java:363)
	at org.junit.runners.Suite.runChild(Suite.java:128)
	at org.junit.runners.Suite.runChild(Suite.java:27)
	at org.junit.runners.ParentRunner$3.run(ParentRunner.java:290)
	at org.junit.runners.ParentRunner$1.schedule(ParentRunner.java:71)
	at org.junit.runners.ParentRunner.runChildren(ParentRunner.java:288)
	at org.junit.runners.ParentRunner.access$000(ParentRunner.java:58)
	at org.junit.runners.ParentRunner$2.evaluate(ParentRunner.java:268)
	at org.junit.runners.ParentRunner.run(ParentRunner.java:363)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:137)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:115)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:105)
	at org.junit.runner.JUnitCore.run(JUnitCore.java:94)
	at experiment.MainTestBankaccount___ToolsFeatureIDE.executeJunitTestCase(MainTestBankaccount___ToolsFeatureIDE.java:65)
	at experiment.MainTestBankaccount___ToolsFeatureIDE.expRun(MainTestBankaccount___ToolsFeatureIDE.java:108)
	at experiment.MainTestBankaccount___ToolsFeatureIDE.main(MainTestBankaccount___ToolsFeatureIDE.java:114)

3 java.lang.AssertionError
4 null
5 testTransfer(testset.TransactionTest)
6 class java.lang.AssertionError
7 testTransfer(testset.TransactionTest)
conf:TRANSACTIONLOG:false TRANSACTION:true OVERDRAFT:true LOGGING:false LOCK:true INTERESTESTIMATION:false INTEREST:false DAILYLIMIT:true CREDITWORTHINESS:true BANKACCOUNT:truecont: 44((( apos os testes))) 



 ----------------------- 


Configuration:conf:TRANSACTIONLOG:false TRANSACTION:false OVERDRAFT:true LOGGING:true LOCK:false INTERESTESTIMATION:false INTEREST:false DAILYLIMIT:true CREDITWORTHINESS:true BANKACCOUNT:true


cont: 45((( apos os testes))) 
conf:TRANSACTIONLOG:false TRANSACTION:false OVERDRAFT:true LOGGING:true LOCK:false INTERESTESTIMATION:false INTEREST:false DAILYLIMIT:true CREDITWORTHINESS:true BANKACCOUNT:true


 ----------------------- 


Configuration:
conf:TRANSACTIONLOG:false TRANSACTION:false OVERDRAFT:true LOGGING:true LOCK:true INTERESTESTIMATION:true INTEREST:true DAILYLIMIT:false CREDITWORTHINESS:false BANKACCOUNT:true

cont: 46((( apos os testes))) 
conf:TRANSACTIONLOG:false TRANSACTION:false OVERDRAFT:true LOGGING:true LOCK:true INTERESTESTIMATION:true INTEREST:true DAILYLIMIT:false CREDITWORTHINESS:false BANKACCOUNT:trueConfiguration:


 ----------------------- 



conf:TRANSACTIONLOG:false TRANSACTION:false OVERDRAFT:false LOGGING:true LOCK:false INTERESTESTIMATION:false INTEREST:false DAILYLIMIT:true CREDITWORTHINESS:false BANKACCOUNT:true

cont: 47((( apos os testes))) 
conf:TRANSACTIONLOG:false TRANSACTION:false OVERDRAFT:false LOGGING:true LOCK:false INTERESTESTIMATION:false INTEREST:false DAILYLIMIT:true CREDITWORTHINESS:false BANKACCOUNT:true


 ----------------------- 


Configuration:
conf:TRANSACTIONLOG:false TRANSACTION:false OVERDRAFT:true LOGGING:false LOCK:true INTERESTESTIMATION:true INTEREST:true DAILYLIMIT:false CREDITWORTHINESS:true BANKACCOUNT:true

cont: 48((( apos os testes))) 
conf:TRANSACTIONLOG:false TRANSACTION:false OVERDRAFT:true LOGGING:false LOCK:true INTERESTESTIMATION:true INTEREST:true DAILYLIMIT:false CREDITWORTHINESS:true BANKACCOUNT:true


 ----------------------- 


Configuration:
conf:TRANSACTIONLOG:false TRANSACTION:false OVERDRAFT:false LOGGING:false LOCK:false INTERESTESTIMATION:false INTEREST:true DAILYLIMIT:false CREDITWORTHINESS:false BANKACCOUNT:true

conf:TRANSACTIONLOG:false TRANSACTION:false OVERDRAFT:false LOGGING:false LOCK:false INTERESTESTIMATION:false INTEREST:true DAILYLIMIT:false CREDITWORTHINESS:false BANKACCOUNT:truecont: 49((( apos os testes))) 



 ----------------------- 


Configuration:
conf:TRANSACTIONLOG:false TRANSACTION:false OVERDRAFT:true LOGGING:true LOCK:true INTERESTESTIMATION:false INTEREST:true DAILYLIMIT:false CREDITWORTHINESS:true BANKACCOUNT:true

cont: 50((( apos os testes))) 
conf:TRANSACTIONLOG:false TRANSACTION:false OVERDRAFT:true LOGGING:true LOCK:true INTERESTESTIMATION:false INTEREST:true DAILYLIMIT:false CREDITWORTHINESS:true BANKACCOUNT:true


 ----------------------- 


Configuration:
conf:TRANSACTIONLOG:true TRANSACTION:true OVERDRAFT:false LOGGING:true LOCK:true INTERESTESTIMATION:false INTEREST:false DAILYLIMIT:false CREDITWORTHINESS:true BANKACCOUNT:true

A0 : 900
A1 : 1100
A2 : 1000
cont: 51((( apos os testes))) 
conf:TRANSACTIONLOG:true TRANSACTION:true OVERDRAFT:false LOGGING:true LOCK:true INTERESTESTIMATION:false INTEREST:false DAILYLIMIT:false CREDITWORTHINESS:true BANKACCOUNT:true


 ----------------------- 


Configuration:
conf:TRANSACTIONLOG:false TRANSACTION:false OVERDRAFT:false LOGGING:false LOCK:true INTERESTESTIMATION:false INTEREST:false DAILYLIMIT:false CREDITWORTHINESS:false BANKACCOUNT:true

cont: 52((( apos os testes))) 
conf:TRANSACTIONLOG:false TRANSACTION:false OVERDRAFT:false LOGGING:false LOCK:true INTERESTESTIMATION:false INTEREST:false DAILYLIMIT:false CREDITWORTHINESS:false BANKACCOUNT:true


 ----------------------- 


Configuration:
conf:TRANSACTIONLOG:false TRANSACTION:false OVERDRAFT:true LOGGING:false LOCK:false INTERESTESTIMATION:false INTEREST:false DAILYLIMIT:true CREDITWORTHINESS:true BANKACCOUNT:true

cont: 53((( apos os testes))) 
conf:TRANSACTIONLOG:false TRANSACTION:false OVERDRAFT:true LOGGING:false LOCK:false INTERESTESTIMATION:false INTEREST:false DAILYLIMIT:true CREDITWORTHINESS:true BANKACCOUNT:true


 ----------------------- 


Configuration:
conf:TRANSACTIONLOG:false TRANSACTION:true OVERDRAFT:false LOGGING:false LOCK:true INTERESTESTIMATION:true INTEREST:true DAILYLIMIT:false CREDITWORTHINESS:true BANKACCOUNT:true

A0 : 900
A1 : 1100
A2 : 1000
cont: 54((( apos os testes))) 
conf:TRANSACTIONLOG:false TRANSACTION:true OVERDRAFT:false LOGGING:false LOCK:true INTERESTESTIMATION:true INTEREST:true DAILYLIMIT:false CREDITWORTHINESS:true BANKACCOUNT:true


 ----------------------- 


Configuration:
conf:TRANSACTIONLOG:false TRANSACTION:true OVERDRAFT:true LOGGING:false LOCK:true INTERESTESTIMATION:false INTEREST:false DAILYLIMIT:false CREDITWORTHINESS:false BANKACCOUNT:true

A0 : 900
A1 : 1100
A2 : 1000
cont: 55((( apos os testes))) 
conf:TRANSACTIONLOG:false TRANSACTION:true OVERDRAFT:true LOGGING:false LOCK:true INTERESTESTIMATION:false INTEREST:false DAILYLIMIT:false CREDITWORTHINESS:false BANKACCOUNT:true


 ----------------------- 


Configuration:
conf:TRANSACTIONLOG:true TRANSACTION:true OVERDRAFT:true LOGGING:true LOCK:true INTERESTESTIMATION:true INTEREST:true DAILYLIMIT:false CREDITWORTHINESS:false BANKACCOUNT:true

A0 : 900
A1 : 1100
A2 : 1000
cont: 56((( apos os testes))) 
conf:TRANSACTIONLOG:true TRANSACTION:true OVERDRAFT:true LOGGING:true LOCK:true INTERESTESTIMATION:true INTEREST:true DAILYLIMIT:false CREDITWORTHINESS:false BANKACCOUNT:true


 ----------------------- 


Configuration:
conf:TRANSACTIONLOG:true TRANSACTION:true OVERDRAFT:true LOGGING:true LOCK:true INTERESTESTIMATION:false INTEREST:true DAILYLIMIT:true CREDITWORTHINESS:false BANKACCOUNT:true

A0 : 900
A1 : 1100
A2 : 1000
cont: 57((( apos os testes))) 
conf:TRANSACTIONLOG:true TRANSACTION:true OVERDRAFT:true LOGGING:true LOCK:true INTERESTESTIMATION:false INTEREST:true DAILYLIMIT:true CREDITWORTHINESS:false BANKACCOUNT:true


 ----------------------- 


Configuration:
conf:TRANSACTIONLOG:true TRANSACTION:true OVERDRAFT:false LOGGING:true LOCK:true INTERESTESTIMATION:false INTEREST:false DAILYLIMIT:false CREDITWORTHINESS:false BANKACCOUNT:true

A0 : 900
A1 : 1100
A2 : 1000
cont: 58((( apos os testes))) 
conf:TRANSACTIONLOG:true TRANSACTION:true OVERDRAFT:false LOGGING:true LOCK:true INTERESTESTIMATION:false INTEREST:false DAILYLIMIT:false CREDITWORTHINESS:false BANKACCOUNT:true


 ----------------------- 


Configuration:
conf:TRANSACTIONLOG:true TRANSACTION:true OVERDRAFT:false LOGGING:true LOCK:true INTERESTESTIMATION:false INTEREST:false DAILYLIMIT:true CREDITWORTHINESS:true BANKACCOUNT:true

A0 : 900
A1 : 1100
A2 : 1000
cont: 59((( apos os testes))) 
conf:TRANSACTIONLOG:true TRANSACTION:true OVERDRAFT:false LOGGING:true LOCK:true INTERESTESTIMATION:false INTEREST:false DAILYLIMIT:true CREDITWORTHINESS:true BANKACCOUNT:true


 ----------------------- 


Configuration:
conf:TRANSACTIONLOG:false TRANSACTION:false OVERDRAFT:true LOGGING:false LOCK:false INTERESTESTIMATION:true INTEREST:true DAILYLIMIT:true CREDITWORTHINESS:true BANKACCOUNT:true

conf:TRANSACTIONLOG:false TRANSACTION:false OVERDRAFT:true LOGGING:false LOCK:false INTERESTESTIMATION:true INTEREST:true DAILYLIMIT:true CREDITWORTHINESS:true BANKACCOUNT:truecont: 60((( apos os testes))) 



 ----------------------- 


Configuration:
conf:TRANSACTIONLOG:false TRANSACTION:true OVERDRAFT:false LOGGING:false LOCK:true INTERESTESTIMATION:true INTEREST:true DAILYLIMIT:false CREDITWORTHINESS:false BANKACCOUNT:true

A0 : 900
A1 : 1100
A2 : 1000
cont: 61((( apos os testes))) 
conf:TRANSACTIONLOG:false TRANSACTION:true OVERDRAFT:false LOGGING:false LOCK:true INTERESTESTIMATION:true INTEREST:true DAILYLIMIT:false CREDITWORTHINESS:false BANKACCOUNT:true


 ----------------------- 


Configuration:
conf:TRANSACTIONLOG:true TRANSACTION:true OVERDRAFT:false LOGGING:true LOCK:true INTERESTESTIMATION:false INTEREST:false DAILYLIMIT:true CREDITWORTHINESS:false BANKACCOUNT:true

A0 : 900
A1 : 1100
A2 : 1000
cont: 62((( apos os testes))) 
conf:TRANSACTIONLOG:true TRANSACTION:true OVERDRAFT:false LOGGING:true LOCK:true INTERESTESTIMATION:false INTEREST:false DAILYLIMIT:true CREDITWORTHINESS:false BANKACCOUNT:true


 ----------------------- 


Configuration:
conf:TRANSACTIONLOG:true TRANSACTION:true OVERDRAFT:true LOGGING:true LOCK:true INTERESTESTIMATION:false INTEREST:true DAILYLIMIT:true CREDITWORTHINESS:true BANKACCOUNT:true

A0 : 900
A1 : 1100
A2 : 1000
cont: 63((( apos os testes))) 
conf:TRANSACTIONLOG:true TRANSACTION:true OVERDRAFT:true LOGGING:true LOCK:true INTERESTESTIMATION:false INTEREST:true DAILYLIMIT:true CREDITWORTHINESS:true BANKACCOUNT:true


 ----------------------- 


Configuration:
conf:TRANSACTIONLOG:false TRANSACTION:false OVERDRAFT:false LOGGING:false LOCK:true INTERESTESTIMATION:false INTEREST:false DAILYLIMIT:true CREDITWORTHINESS:true BANKACCOUNT:true

cont: 64((( apos os testes))) 
conf:TRANSACTIONLOG:false TRANSACTION:false OVERDRAFT:false LOGGING:false LOCK:true INTERESTESTIMATION:false INTEREST:false DAILYLIMIT:true CREDITWORTHINESS:true BANKACCOUNT:true


 ----------------------- 


Configuration:
conf:TRANSACTIONLOG:false TRANSACTION:false OVERDRAFT:false LOGGING:true LOCK:false INTERESTESTIMATION:true INTEREST:true DAILYLIMIT:true CREDITWORTHINESS:false BANKACCOUNT:true

cont: 65((( apos os testes))) 
conf:TRANSACTIONLOG:false TRANSACTION:false OVERDRAFT:false LOGGING:true LOCK:false INTERESTESTIMATION:true INTEREST:true DAILYLIMIT:true CREDITWORTHINESS:false BANKACCOUNT:true


 ----------------------- 


Configuration:
conf:TRANSACTIONLOG:false TRANSACTION:false OVERDRAFT:true LOGGING:true LOCK:false INTERESTESTIMATION:false INTEREST:false DAILYLIMIT:false CREDITWORTHINESS:true BANKACCOUNT:true

conf:TRANSACTIONLOG:false TRANSACTION:false OVERDRAFT:true LOGGING:true LOCK:false INTERESTESTIMATION:false INTEREST:false DAILYLIMIT:false CREDITWORTHINESS:true BANKACCOUNT:truecont: 66((( apos os testes))) 



 ----------------------- 


Configuration:
conf:TRANSACTIONLOG:false TRANSACTION:false OVERDRAFT:false LOGGING:false LOCK:false INTERESTESTIMATION:false INTEREST:false DAILYLIMIT:true CREDITWORTHINESS:true BANKACCOUNT:true

cont: 67((( apos os testes))) conf:TRANSACTIONLOG:false TRANSACTION:false OVERDRAFT:false LOGGING:false LOCK:false INTERESTESTIMATION:false INTEREST:false DAILYLIMIT:true CREDITWORTHINESS:true BANKACCOUNT:true


 ----------------------- 


conf:TRANSACTIONLOG:true TRANSACTION:true OVERDRAFT:false LOGGING:true LOCK:true INTERESTESTIMATION:false INTEREST:true DAILYLIMIT:true CREDITWORTHINESS:true BANKACCOUNT:true


Configuration:
A0 : 900
A1 : 1100
A2 : 1000
cont: 68((( apos os testes))) 
conf:TRANSACTIONLOG:true TRANSACTION:true OVERDRAFT:false LOGGING:true LOCK:true INTERESTESTIMATION:false INTEREST:true DAILYLIMIT:true CREDITWORTHINESS:true BANKACCOUNT:true


 ----------------------- 


Configuration:
conf:TRANSACTIONLOG:false TRANSACTION:false OVERDRAFT:true LOGGING:false LOCK:true INTERESTESTIMATION:false INTEREST:false DAILYLIMIT:true CREDITWORTHINESS:true BANKACCOUNT:true

cont: 69((( apos os testes))) 
conf:TRANSACTIONLOG:false TRANSACTION:false OVERDRAFT:true LOGGING:false LOCK:true INTERESTESTIMATION:false INTEREST:false DAILYLIMIT:true CREDITWORTHINESS:true BANKACCOUNT:trueConfiguration:


 ----------------------- 



conf:TRANSACTIONLOG:true TRANSACTION:true OVERDRAFT:false LOGGING:true LOCK:true INTERESTESTIMATION:false INTEREST:true DAILYLIMIT:false CREDITWORTHINESS:true BANKACCOUNT:true

A0 : 900
A1 : 1100
A2 : 1000
cont: 70((( apos os testes))) 
conf:TRANSACTIONLOG:true TRANSACTION:true OVERDRAFT:false LOGGING:true LOCK:true INTERESTESTIMATION:false INTEREST:true DAILYLIMIT:false CREDITWORTHINESS:true BANKACCOUNT:true


 ----------------------- 


Configuration:conf:TRANSACTIONLOG:false TRANSACTION:false OVERDRAFT:true LOGGING:true LOCK:false INTERESTESTIMATION:true INTEREST:true DAILYLIMIT:false CREDITWORTHINESS:false BANKACCOUNT:true


cont: 71((( apos os testes))) 
conf:TRANSACTIONLOG:false TRANSACTION:false OVERDRAFT:true LOGGING:true LOCK:false INTERESTESTIMATION:true INTEREST:true DAILYLIMIT:false CREDITWORTHINESS:false BANKACCOUNT:trueConfiguration:


 ----------------------- 



conf:TRANSACTIONLOG:true TRANSACTION:true OVERDRAFT:true LOGGING:true LOCK:true INTERESTESTIMATION:false INTEREST:false DAILYLIMIT:true CREDITWORTHINESS:true BANKACCOUNT:true

A0 : 900
A1 : 1100
A2 : 1000
cont: 72((( apos os testes))) 
conf:TRANSACTIONLOG:true TRANSACTION:true OVERDRAFT:true LOGGING:true LOCK:true INTERESTESTIMATION:false INTEREST:false DAILYLIMIT:true CREDITWORTHINESS:true BANKACCOUNT:true


 ----------------------- 


Configuration:
conf:TRANSACTIONLOG:false TRANSACTION:false OVERDRAFT:true LOGGING:false LOCK:true INTERESTESTIMATION:false INTEREST:false DAILYLIMIT:false CREDITWORTHINESS:false BANKACCOUNT:true

cont: 73((( apos os testes))) 
conf:TRANSACTIONLOG:false TRANSACTION:false OVERDRAFT:true LOGGING:false LOCK:true INTERESTESTIMATION:false INTEREST:false DAILYLIMIT:false CREDITWORTHINESS:false BANKACCOUNT:true


 ----------------------- 


Configuration:
conf:TRANSACTIONLOG:false TRANSACTION:true OVERDRAFT:true LOGGING:false LOCK:true INTERESTESTIMATION:true INTEREST:true DAILYLIMIT:false CREDITWORTHINESS:true BANKACCOUNT:true

A0 : 900
A1 : 1100
A2 : 1000
cont: 74((( apos os testes))) 
conf:TRANSACTIONLOG:false TRANSACTION:true OVERDRAFT:true LOGGING:false LOCK:true INTERESTESTIMATION:true INTEREST:true DAILYLIMIT:false CREDITWORTHINESS:true BANKACCOUNT:true


 ----------------------- 


Configuration:
conf:TRANSACTIONLOG:false TRANSACTION:false OVERDRAFT:true LOGGING:true LOCK:false INTERESTESTIMATION:true INTEREST:true DAILYLIMIT:false CREDITWORTHINESS:true BANKACCOUNT:true

conf:TRANSACTIONLOG:false TRANSACTION:false OVERDRAFT:true LOGGING:true LOCK:false INTERESTESTIMATION:true INTEREST:true DAILYLIMIT:false CREDITWORTHINESS:true BANKACCOUNT:truecont: 75((( apos os testes))) 



 ----------------------- 


Configuration:
conf:TRANSACTIONLOG:false TRANSACTION:false OVERDRAFT:false LOGGING:false LOCK:false INTERESTESTIMATION:true INTEREST:true DAILYLIMIT:false CREDITWORTHINESS:true BANKACCOUNT:true

conf:TRANSACTIONLOG:false TRANSACTION:false OVERDRAFT:false LOGGING:false LOCK:false INTERESTESTIMATION:true INTEREST:true DAILYLIMIT:false CREDITWORTHINESS:true BANKACCOUNT:truecont: 76((( apos os testes))) 



 ----------------------- 


Configuration:
conf:TRANSACTIONLOG:false TRANSACTION:false OVERDRAFT:true LOGGING:false LOCK:false INTERESTESTIMATION:false INTEREST:false DAILYLIMIT:false CREDITWORTHINESS:false BANKACCOUNT:true

cont: 77((( apos os testes))) 
conf:TRANSACTIONLOG:false TRANSACTION:false OVERDRAFT:true LOGGING:false LOCK:false INTERESTESTIMATION:false INTEREST:false DAILYLIMIT:false CREDITWORTHINESS:false BANKACCOUNT:true


 ----------------------- 


Configuration:
conf:TRANSACTIONLOG:false TRANSACTION:false OVERDRAFT:true LOGGING:true LOCK:false INTERESTESTIMATION:false INTEREST:true DAILYLIMIT:false CREDITWORTHINESS:true BANKACCOUNT:true

conf:TRANSACTIONLOG:false TRANSACTION:false OVERDRAFT:true LOGGING:true LOCK:false INTERESTESTIMATION:false INTEREST:true DAILYLIMIT:false CREDITWORTHINESS:true BANKACCOUNT:truecont: 78((( apos os testes))) 



 ----------------------- 


Configuration:
conf:TRANSACTIONLOG:false TRANSACTION:false OVERDRAFT:false LOGGING:true LOCK:false INTERESTESTIMATION:true INTEREST:true DAILYLIMIT:true CREDITWORTHINESS:true BANKACCOUNT:true

cont: 79((( apos os testes))) 
conf:TRANSACTIONLOG:false TRANSACTION:false OVERDRAFT:false LOGGING:true LOCK:false INTERESTESTIMATION:true INTEREST:true DAILYLIMIT:true CREDITWORTHINESS:true BANKACCOUNT:true


 ----------------------- 


Configuration:
conf:TRANSACTIONLOG:false TRANSACTION:false OVERDRAFT:false LOGGING:true LOCK:true INTERESTESTIMATION:false INTEREST:false DAILYLIMIT:false CREDITWORTHINESS:true BANKACCOUNT:true

cont: 80((( apos os testes))) 
conf:TRANSACTIONLOG:false TRANSACTION:false OVERDRAFT:false LOGGING:true LOCK:true INTERESTESTIMATION:false INTEREST:false DAILYLIMIT:false CREDITWORTHINESS:true BANKACCOUNT:true


 ----------------------- 


Configuration:
conf:TRANSACTIONLOG:true TRANSACTION:true OVERDRAFT:false LOGGING:true LOCK:true INTERESTESTIMATION:true INTEREST:true DAILYLIMIT:false CREDITWORTHINESS:false BANKACCOUNT:true

A0 : 900
A1 : 1100
A2 : 1000
cont: 81((( apos os testes))) 
conf:TRANSACTIONLOG:true TRANSACTION:true OVERDRAFT:false LOGGING:true LOCK:true INTERESTESTIMATION:true INTEREST:true DAILYLIMIT:false CREDITWORTHINESS:false BANKACCOUNT:true


 ----------------------- 


Configuration:
conf:TRANSACTIONLOG:true TRANSACTION:true OVERDRAFT:true LOGGING:true LOCK:true INTERESTESTIMATION:false INTEREST:true DAILYLIMIT:false CREDITWORTHINESS:false BANKACCOUNT:true

A0 : 900
A1 : 1100
A2 : 1000
cont: 82((( apos os testes))) 
conf:TRANSACTIONLOG:true TRANSACTION:true OVERDRAFT:true LOGGING:true LOCK:true INTERESTESTIMATION:false INTEREST:true DAILYLIMIT:false CREDITWORTHINESS:false BANKACCOUNT:true


 ----------------------- 


Configuration:
